District,State,Group Population,Less than HS,HS or GED,Some College or AA,BA or higher
District 2,Kansas,6177,,,,0.6300793265339162
District 2,Kentucky,5829,,0.24275175844913363,,0.35083204666323553
District 2,Louisiana,15129,0.31899001916848435,0.2113160155991804,0.1906272721263798,0.27906669310595544
District 2,Maine,3172,,,,0.5119798234552333
District 2,Maryland,28960,0.12790055248618784,0.13912292817679558,0.15269337016574586,0.5802831491712708
District 2,Massachusetts,24975,0.1553153153153153,0.14094094094094095,0.1306106106106106,0.5731331331331332
District 2,Michigan,10804,0.2575897815623843,0.24620510921880784,0.19372454646427248,0.30248056275453533
District 2,Minnesota,20302,0.14860604866515614,0.16998325288148952,0.23810462023445966,0.4433060782188947
District 2,Mississippi,2691,,,,
District 2,Missouri,22865,0.08077848239667615,0.07806691449814127,0.1140170566367811,0.7271375464684015
District 2,Nebraska,12846,0.2579791374747003,0.10260003113809746,0.11435466293009497,0.5250661684571073
District 2,Nevada,20611,0.11023240017466401,0.20324098782203678,0.2721362379312018,0.41439037407209744
District 2,New Hampshire,11005,,,,0.6663334847796456
District 2,New Jersey,19915,0.20672859653527492,0.2064775295003766,0.21561636957067537,0.3711775043936731
District 2,New Mexico,3824,,,,0.47751046025104604
District 2,New York,15995,0.11278524538918412,0.15979993748046264,0.22475773679274774,0.5026570803376055
District 2,North Carolina,9774,,,,0.6178637200736649
District 2,Ohio,7236,,,,0.6499447208402432
District 2,Oklahoma,2852,0.235273492286115,0.24123422159887797,0.24298737727910238,0.2805049088359046
District 2,Oregon,6073,,,0.26955376255557384,0.39996706734727483
District 2,Pennsylvania,22682,0.14897275372542104,0.1338506304558681,0.09055638832554448,0.6266202274931664
District 2,Rhode Island,10551,,0.22026348213439484,0.16197516823049948,0.4287745237418254
District 2,South Carolina,9051,,0.1618605678930505,,0.5288918351563363
District 2,Tennessee,7572,,,,0.6257263602746963
District 2,Texas,42694,0.1128730032323043,0.16206024265704783,0.1723661404412798,0.5527006136693681
District 2,Utah,12097,0.14458130114904522,0.183599239480863,0.19054310986194925,0.4812763495081425
District 2,Virginia,28924,0.10797261789517355,0.17248651638777485,0.29408103996680957,0.425459825750242
District 2,Washington,42692,0.12714325869015272,0.17663730909772324,0.29106155720041227,0.4051578750117118
District 2,West Virginia,3775,,,,0.5727152317880795
District 2,Wisconsin,17420,0.1010332950631458,0.1055683122847302,0.13111366245694603,0.662284730195178
District 20,California,26744,0.12245737361651211,0.1964552796889022,0.26858360753813937,0.4125037391564463
District 20,Florida,14683,,0.20302390519648572,0.22420486276646462,0.40659265817612206
District 20,New York,21737,0.12467221787735198,0.13198693471960252,0.11827759120393799,0.6250632561991075
District 20,Texas,16518,,0.15110788231020705,0.18706865237922266,0.522763046373653
District 21,California,15841,0.22814216274225113,0.22833154472571177,0.30168549965279967,0.24184079287923743
District 21,Florida,13850,,0.16101083032490976,0.2112635379061372,0.49927797833935017
District 21,New York,4398,,,,0.48681218735788995
District 21,Texas,17983,0.0820219095812712,,0.14725018072624144,0.6631818940110104
District 22,California,37832,0.17974201733981815,0.16261366039331782,0.2559473461619793,0.40169697610488475
District 22,Florida,17691,0.12396133627268102,0.17562602453224804,0.20880673788932225,0.49160590130574866
District 22,New York,9433,0.30880949856885404,0.1220184458814799,0.1844588147991095,0.3847132407505566
District 22,Texas,100007,0.09266351355405121,0.10786244962852601,0.15529912906096574,0.644174907756457
District 23,California,26257,0.1960620025136154,0.18101839509464143,0.2265300681722969,0.3963895342194462
District 23,Florida,22620,,0.16352785145888593,0.17541998231653405,0.5605658709106985
District 23,New York,8038,,,,0.7314008459815875
District 23,Texas,7010,,,,0.5667617689015692
District 24,California,19897,0.08594260441272554,0.1688696788460572,0.2677790621701764,0.47740865457104087
District 24,Florida,7377,,,,0.41385387013691205
District 24,New York,11051,0.3005157904262058,0.1394443941724731,0.1005338883358972,0.4595059270654239
District 24,Texas,70181,0.07382339949558997,0.11374873541271854,0.12876704521166699,0.6836608198800245
District 25,California,42328,0.06374031374031373,0.10687960687960688,0.24728312228312227,0.5820969570969571
District 25,Florida,6591,,,,0.49628280989227735
District 25,New York,16842,0.19944187151169696,0.12718204488778054,0.1342477140482128,0.5391283695523097
District 25,Texas,14789,,,,0.699912096828724
District 26,California,36815,0.06206709221784599,0.11427407306804292,0.23612657884014668,0.5875322558739644
District 26,Florida,10654,,0.20621362868406232,0.16923221325323823,0.41214567298667165
District 26,New York,15911,0.23493180818301804,0.09527999497203193,0.13022437307523096,0.539563823769719
District 26,Texas,32775,0.08598016781083143,0.10273073989321128,0.16155606407322654,0.6497330282227307
District 27,California,209291,0.18486700335895953,0.1756549493289248,0.1796971680578716,0.4597808792542441
District 27,Florida,10959,,,,0.6282507528059129
District 27,New York,5047,,,,0.5977808599167822
District 27,Texas,8071,,0.1915499938049808,0.20493123528682938,0.4649981414942386
District 28,California,75183,0.06883204979849168,0.1120865089182395,0.21430376547889815,0.6047776758043707
District 28,Texas,5481,,,,0.4019339536580916
District 29,California,43255,0.10248526181944284,0.1357299734134782,0.283435440989481,0.478349323777598
District 29,Texas,8417,0.22442675537602472,,,0.392895330877985
District 3,Alabama,7725,,,,0.5576699029126213
District 3,Arizona,8292,0.14821514712976364,0.1636517124939701,0.28871201157742404,0.3994211287988423
District 3,Arkansas,14070,0.15593461265103056,0.1764036958066809,0.16687988628287137,0.5007818052594172
District 3,California,50952,0.16193672476055895,0.17824619249489715,0.26585806249018684,0.39395902025435703
District 3,Colorado,3628,,,,0.4592061742006615
District 3,Connecticut,20651,0.08280470679385986,0.12289961745193938,0.11573289429083337,0.6785627814633673
District 3,Florida,15453,,0.12204749886753381,0.1745939299812334,0.6090079596194914
District 3,Georgia,9191,,0.1840931345881841,0.2681971493852682,0.44728538787944727
District 3,Illinois,21907,0.17944036152827864,0.22152736568220205,0.16287031542429362,0.4361619573652257
District 3,Indiana,9034,0.2966570732787248,0.16825326544166483,0.160504759796325,0.3745849014832854
District 3,Iowa,15756,0.22207413048997207,0.17878903274942878,0.2006854531607007,0.39845138359989846
District 3,Kansas,21950,0.12911161731207288,0.1160364464692483,0.1487015945330296,0.6061503416856492
District 3,Kentucky,12565,0.15344210107441306,0.142300039793076,0.17381615598885794,0.530441703143653
District 3,Louisiana,7543,0.3132705819965531,0.24645366565027177,,0.281585576030757
District 3,Maryland,38935,0.09425966354180043,0.12993450622832928,0.14840118145627326,0.627404648773597
District 3,Massachusetts,38629,0.17466152372569832,0.17274586450594112,0.1288410261720469,0.5237515855963136
District 3,Michigan,8621,0.18779723929938522,0.19823686347291497,0.18988516413409118,0.4240807330936086
District 3,Minnesota,33374,0.13010127644273986,0.12012344939174208,0.20423083837717984,0.5455444357883382
District 3,Mississippi,5135,,,,0.5663096397273613
District 3,Missouri,5225,,,,0.5628708133971292
District 3,Nebraska,2938,,,,
District 3,Nevada,77187,0.08481998263956365,0.19229922137147448,0.29608612849314003,0.42679466749582184
District 3,New Jersey,18874,0.0974886086680089,0.12027127265020664,0.17606230793684433,0.6061778107449401
District 3,New Mexico,6149,,,0.19743047650024395,0.588713611969426
District 3,New York,78748,0.0838624473002489,0.15161019962411743,0.16098186620612587,0.6035454868695078
District 3,North Carolina,7063,,,0.20416253716551042,0.31643777431686254
District 3,Ohio,19578,0.20880580243130045,0.176064970885688,0.145214015731944,0.46991521095106753
District 3,Oklahoma,7213,0.176070982947456,,0.24760848468043808,0.412172466380147
District 3,Oregon,39500,0.22893670886075948,0.1860253164556962,0.23083544303797468,0.35420253164556964
District 3,Pennsylvania,4453,0.263193352795868,0.19941612396137434,,0.4466651695486189
District 3,South Carolina,3663,,,,0.47474747474747475
District 3,Tennessee,6423,,,,0.5112875603300638
District 3,Texas,78843,0.05159621018987101,0.07247314282815215,0.11275572974138477,0.763174917240592
District 3,Utah,8320,,,0.22920673076923076,0.5823317307692307
District 3,Virginia,13489,0.18452072058714508,0.22129142264067017,0.20839202312995775,0.385795833642227
District 3,Washington,16896,0.14192708333333334,0.16719933712121213,0.29646070075757575,0.3944128787878788
District 3,West Virginia,2285,,,,0.6603938730853391
District 3,Wisconsin,7682,0.2107524082270242,0.21205415256443635,0.31254881541265295,0.2646446237958865
District 30,California,71509,0.07730495462109664,0.12664140178159392,0.2245731306548826,0.5714805129424269
District 30,Texas,10267,,,0.22411610012661926,0.45436836466348496
District 31,California,40145,0.11236766720637688,0.14701706314609542,0.23933241997758126,0.5012828496699464
District 31,Texas,26358,0.07963426663631536,0.11799074284847105,0.1814629334547386,0.620912057060475
District 32,California,100772,0.2014547691819156,0.1805958004207518,0.23418211407930775,0.38376731631802485
District 32,Texas,43538,0.17968211677155588,0.1380633010243925,0.19033947356332398,0.4919151086407276
District 33,California,70442,0.029669799267482467,0.06916328326850459,0.16366656256210782,0.7375003549019051
District 33,Texas,11119,0.3352819498156309,0.19147405342207033,0.192103606439428,0.28114039032287075
District 34,California,115266,0.15258619193864625,0.18820814463935592,0.21018340187045617,0.4490222615515416
District 34,Texas,2792,,,,0.5777220630372493
District 35,California,37338,0.11561947613691145,0.1793347260163908,0.2530933633295838,0.4519524345171139
District 35,Texas,8571,,,,0.44312215610780537
District 36,California,18367,0.13045135297000054,0.2038438503838406,0.2892143518266456,0.37649044481951327
District 36,Texas,10417,,,0.15868292214649132,0.551694345780935
District 37,California,54119,0.05632033112215673,0.09645411038637078,0.1895637391673904,0.6576618193240821
District 38,California,83953,0.10389146308053315,0.14770169023143903,0.2428978118709278,0.5055090348171001
District 39,California,163599,0.07164469220472008,0.121828373034065,0.20508071565229616,0.6014462191089187
District 4,Alabama,2850,,,,
District 4,Arizona,7214,,,0.29359578597172165,0.3859162739118381
District 4,Arkansas,2857,,,,
District 4,California,25601,0.08280926526307567,0.1341353853365103,0.24155306433342447,0.5415022850669896
District 4,Colorado,9936,,0.11644524959742351,0.17552334943639292,0.6086956521739131
District 4,Connecticut,27262,0.07904775878512214,0.10531142249284718,0.09797520358007483,0.7176656151419558
District 4,Florida,25173,0.1121439637707067,0.14257339212648473,0.17204941802725143,0.5732332260755572
District 4,Georgia,25351,0.308863555678277,0.1808212693779338,0.13597096761468977,0.37434420732909945
District 4,Illinois,19414,0.11661687442052128,0.1770371896569486,0.2172658905944164,0.4890800453281137
District 4,Indiana,10325,,,,0.6567554479418887
District 4,Iowa,8708,0.18982544786403308,0.1852319706017455,0.1783417547083142,0.44660082682590724
District 4,Kansas,15519,0.20065725884399768,0.2478896836136349,0.21077389007023647,0.34067916747213095
District 4,Kentucky,5800,,,,0.5710344827586207
District 4,Louisiana,4926,,,,0.4350385708485587
District 4,Maryland,17117,0.1022959630776421,0.14985102529648886,0.21353040836595197,0.5343226032599171
District 4,Massachusetts,28594,0.05441701056165629,0.07435126250262293,0.08228999090718332,0.7889417360285375
District 4,Michigan,4263,,,,0.6436781609195402
District 4,Minnesota,45791,0.2866283767552576,0.17422637636216723,0.1986853311786159,0.3404599157039593
District 4,Mississippi,8113,0.22618020460988536,,,
District 4,Missouri,7315,,,,0.561038961038961
District 4,Nevada,31857,0.09194211633236024,0.21260633455755407,0.3310732335122579,0.3643783155978278
District 4,New Jersey,21719,,0.09834706938625166,0.15677517381094894,0.6676642571020766
District 4,New York,32802,0.09673190659106153,0.1471861471861472,0.15995975855130784,0.5961221876714834
District 4,North Carolina,45809,0.08207994062302168,0.08205811085157938,0.10332030823637277,0.7325416402890261
District 4,Ohio,3983,,,,0.610595028872709
District 4,Oklahoma,11297,0.14154200230149597,0.18075595290785165,0.23519518456227317,0.4425068602283792
District 4,Oregon,10051,,0.12078400159188141,0.22684310018903592,0.5548701621729181
District 4,Pennsylvania,11750,0.18791489361702127,0.15531914893617021,0.17710638297872341,0.4796595744680851
District 4,South Carolina,11313,,0.2034827189958455,0.1850967913020419,0.4674268540616989
District 4,Tennessee,8142,0.15929746990911323,0.28187177597641855,0.1911078359125522,0.367722918201916
District 4,Texas,5141,,,,0.4962069636257537
District 4,Utah,16636,0.15232026929550374,0.20557826400577062,0.18105313777350324,0.4610483289252224
District 4,Virginia,9720,,,0.20390946502057614,0.570164609053498
District 4,Washington,7919,0.1780527844424801,0.18108347013511808,0.21442101275413564,0.4264427326682662
District 4,Wisconsin,15761,0.2527123913457268,0.1982742211788592,0.196053549901656,0.352959837573758
District 40,California,14187,0.16437583703390427,0.11834778318178614,0.27229153450341864,0.44498484528089094
District 41,California,27130,0.13586435680058975,0.16420936232952452,0.27231846664209364,0.4276078142277921
District 42,California,51111,0.08381757351646417,0.16043513138072038,0.2762223396137818,0.4795249554890337
District 43,California,71940,0.08295802057269948,0.16308034473172087,0.23942174033917152,0.5145398943564081
District 44,California,31489,0.11931150560513196,0.17650608148877386,0.3072501508463273,0.3969322620597669
District 45,California,125485,0.046109096704785434,0.06705980794517273,0.16663346216679284,0.720197633183249
District 46,California,70530,0.1829292499645541,0.1694314476109457,0.26999858216361833,0.3776407202608819
District 47,California,114969,0.18926841148483503,0.17875253329158294,0.26414076838104183,0.36783828684254016
District 48,California,99274,0.16602534399742128,0.14834699921429578,0.23774603622297882,0.4478816205653041
District 49,California,36783,0.061822037354212545,0.10643503792512846,0.20729684908789386,0.6244460756327651
District 5,Alabama,8441,,,,0.5577538206373652
District 5,Arizona,24539,0.09686621296711358,0.1056277761929989,0.185052365622071,0.6124536452178165
District 5,California,59961,0.10480145427861444,0.14978069078234185,0.32716265572622205,0.41825519921282167
District 5,Colorado,13273,0.14872297144579222,0.19302343102538988,0.24832366458223462,0.4099299329465833
District 5,Connecticut,18582,0.1202238725648477,0.12657410397158542,0.16306102680012916,0.5901409966634378
District 5,Florida,12960,0.15169753086419754,0.23217592592592592,0.23734567901234568,0.3787808641975309
District 5,Georgia,19135,0.13185262607786777,0.18547164881107917,,0.5988502743663444
District 5,Illinois,39329,0.08449235932772255,0.10857128327697119,0.17089170840855347,0.6360446489867527
District 5,Indiana,17252,,,,0.7067006723858104
District 5,Kentucky,1539,,,,
District 5,Louisiana,3460,,,,0.4416184971098266
District 5,Maryland,21867,0.10618740567979147,0.1403484702977089,0.19751223304522797,0.5559518909772717
District 5,Massachusetts,58646,0.09042389932817242,0.10783344132592163,0.09279405245029498,0.7089486068956109
District 5,Michigan,4563,,,,0.5932500547885163
District 5,Minnesota,26402,0.19169002348306946,0.15343534580713583,0.18422846754033786,0.47064616316945684
District 5,Missouri,9314,0.2205282370624866,0.1968005153532317,0.17360961992699162,0.4090616276572901
District 5,New Jersey,54613,0.06313515097138044,0.11077948473806602,0.13941735484225368,0.6866680094482999
District 5,New York,74460,0.24738114423851731,0.23302444265377384,0.1815068493150685,0.3380875637926403
District 5,North Carolina,6702,,,,0.4974634437481349
District 5,Ohio,6306,,,0.17554709800190296,0.5670789724072313
District 5,Oklahoma,17195,0.18976446641465541,0.17249200348938645,0.19331200930503054,0.44443152079092757
District 5,Oregon,15644,0.1017003323958067,0.15597034006647917,0.2661723344413194,0.4761569930963948
District 5,Pennsylvania,6376,,,,0.6778544542032622
District 5,South Carolina,5378,0.17497210859055412,0.2309408702119747,,0.41669765712160656
District 5,Tennessee,16155,0.2175796966883318,0.17004023522129372,0.1403280718043949,0.47205199628597955
District 5,Texas,9945,0.2969331322272499,0.16872800402212168,,0.3517345399698341
District 5,Virginia,7579,,,0.16004749967014117,0.5971764084971632
District 5,Washington,10649,0.17053244436097287,0.16752746736782798,0.2336369612170157,0.4283031270541835
District 5,Wisconsin,12939,,0.11283715897673699,0.11221887317412474,0.6895432413633202
District 50,California,31095,0.09734684032802701,0.16282360508120278,0.2956423862357292,0.444187168355041
District 51,California,43936,0.20673252002913328,0.22890112891478515,0.3156636926438456,0.248702658412236
District 52,California,106010,0.06921988491651732,0.09758513347797378,0.19210451844165644,0.6410904631638524
District 53,California,74202,0.13263793428748552,0.14872914476698743,0.2959488962561656,0.42268402468936145
District 6,Alabama,8139,,,,0.5693574149158374
District 6,Arizona,25502,0.0892479021253235,0.07317073170731707,0.13034271821817897,0.7072386479491805
District 6,California,79090,0.22139334934884308,0.20330003793147047,0.24561891515994436,0.3296876975597421
District 6,Colorado,31949,0.1500516448089142,0.16085010485461204,0.17822154058029985,0.5108767097561739
District 6,Florida,9551,,,0.23107528007538478,0.4426761595644435
